date,o,h,l,c,volume
08/22/2022,10.000,410.1007,7.1900,7.67,219000
08/23/2022,7.8500,7.9000,7.2500,7.7200,27100
08/25/2022,7.8700,8.9721,7.7500,8.8900,126300
08/26/2022,8.6700,9.4728,8.5000,8.9500,34100
08/29/2022,8.3700,9.3232,8.0700,8.2300,32500
08/31/2022,8.4755,8.7900,8.2603,8.4100,22100
09/01/2022,8.2700,8.7500,7.7570,7.8600,23700
09/06/2022,8.1200,8.1200,7.5400,7.5400,13000
09/07/2022,7.7092,8.1500,7.7092,7.9500,10900
09/08/2022,8.1000,8.1000,7.3600,7.3600,11700
09/12/2022,7.5600,7.8200,7.5600,7.5900,10100
09/13/2022,7.5800,7.7900,7.3100,7.7300,14700
09/15/2022,7.1600,7.2900,7.0000,7.0000,18500
09/16/2022,7.2800,7.2800,5.7400,5.7400,46100
09/19/2022,6.0500,6.5000,5.8000,5.8300,38000
09/20/2022,5.7700,6.3400,5.7700,5.8700,7700
09/21/2022,6.0400,6.0400,5.6500,5.7100,10300
09/22/2022,5.8000,6.0351,5.5300,5.8700,8700
09/26/2022,5.4883,5.5700,5.3992,5.3992,1100
09/27/2022,5.5200,5.9071,5.3600,5.5900,4000
09/28/2022,5.7300,5.8371,5.3301,5.6700,6200
09/29/2022,5.6700,5.6800,5.5100,5.5100,10700
09/30/2022,5.5937,5.6900,5.5937,5.6000,800
10/03/2022,5.6665,5.6665,5.6274,5.6274,800
10/05/2022,5.8455,5.8999,5.8067,5.8700,1400
10/06/2022,5.4850,5.8769,5.4221,5.7088,3900
10/10/2022,5.1185,5.8463,5.1185,5.7601,1300
10/11/2022,5.5290,5.7981,5.4300,5.7981,2700
10/12/2022,5.8000,6.1403,5.8000,6.0546,4400
10/14/2022,5.9000,5.9500,5.4000,5.6500,6600
10/17/2022,5.9500,6.7500,5.3001,6.0700,23400
10/19/2022,5.7000,5.9900,5.7000,5.9860,1500
10/20/2022,6.0800,6.0800,5.5300,5.6630,2600
10/21/2022,5.3400,5.9500,5.0900,5.9500,4600
10/25/2022,5.5000,5.8500,5.4500,5.8000,6200
10/26/2022,5.8000,5.8000,5.2500,5.5800,5700
10/28/2022,5.5000,5.7298,5.4700,5.5388,7100
10/31/2022,5.5300,5.5300,5.4400,5.4400,1700
11/01/2022,5.2800,5.7300,5.2800,5.7300,2800
11/02/2022,5.5400,5.7180,5.5400,5.7180,1000
11/03/2022,5.7600,5.7700,5.6850,5.6850,900
11/04/2022,5.3971,5.6700,5.3971,5.6700,800
11/08/2022,5.7000,5.8899,5.5100,5.5100,2000
11/09/2022,5.7346,5.7346,5.0500,5.0500,8700
11/10/2022,5.4000,5.4000,5.2000,5.4000,5700
11/11/2022,5.2300,5.5000,4.9500,5.2500,17700
11/14/2022,4.7700,4.7700,4.4200,4.4900,26500
11/15/2022,4.5201,5.6459,4.5201,4.6550,49500
11/16/2022,4.6600,4.8500,4.5500,4.8500,4600
11/17/2022,4.6500,5.0096,4.5600,4.6700,4900
11/18/2022,4.6700,5.3300,4.6500,5.0650,5400
11/22/2022,4.9400,5.2300,4.2100,4.6500,40200
11/23/2022,4.6600,4.9600,4.4500,4.7000,12600
11/25/2022,4.5700,5.8000,4.5700,5.2600,80400
11/28/2022,6.2900,6.5500,5.7400,6.4900,548600
11/29/2022,6.2400,6.2400,5.1000,5.5790,66400
11/30/2022,5.2000,5.3000,4.9200,5.1700,10700
12/01/2022,5.1000,5.1000,4.3600,4.9700,15100
12/02/2022,4.9660,5.2800,4.6960,5.1400,14600
12/05/2022,5.1000,5.2369,5.0000,5.0700,2000
12/06/2022,5.2200,5.2200,5.0000,5.1800,9700
12/07/2022,5.3400,5.5000,5.2000,5.3985,5700
12/08/2022,5.4600,5.4605,4.6100,4.8100,55800
12/09/2022,5.0000,5.0000,4.6100,4.6899,11200
12/12/2022,4.6100,5.1200,4.6100,4.9104,15700
12/13/2022,4.8500,5.3000,4.7200,4.7500,24600
12/14/2022,5.0900,5.2400,4.6100,4.6100,15200
12/15/2022,4.6100,4.9899,4.6100,4.9500,20900
12/16/2022,5.0000,5.2052,4.7700,4.7700,11600
12/19/2022,4.9100,5.2000,4.6611,4.6800,13900
12/20/2022,5.2164,5.2164,4.6201,4.9000,16400
12/21/2022,5.0000,5.4900,4.9900,5.3500,21300
12/22/2022,5.3100,5.3100,5.2001,5.2001,2500
12/23/2022,5.1800,5.2265,4.9900,4.9900,10600
12/27/2022,4.9500,5.1450,4.9000,4.9499,3100
12/28/2022,4.9000,4.9200,4.6100,4.6100,7100
12/29/2022,4.6100,4.8600,4.6100,4.8100,4000
12/30/2022,4.9800,4.9800,4.3321,4.4163,5900
01/03/2023,4.3500,4.6400,4.3400,4.6400,2600
01/04/2023,4.6500,4.6500,4.5928,4.5928,2100
01/05/2023,4.5800,4.5800,4.5700,4.5700,800
01/06/2023,4.5000,4.7953,4.5000,4.6450,6300
01/09/2023,4.7600,5.0500,4.5201,4.5201,22000
01/10/2023,4.5200,4.5270,4.3200,4.5270,25300
01/11/2023,4.4000,4.5700,4.3300,4.4800,7600
01/12/2023,4.3500,4.4800,4.3500,4.4800,2600
01/13/2023,4.4800,4.4800,4.3600,4.3601,8500
01/17/2023,4.4600,4.8800,4.2900,4.4500,36400
01/18/2023,4.5900,4.5900,4.3300,4.3300,15600
01/19/2023,4.6200,4.6200,4.3100,4.3100,5500
01/20/2023,4.3000,4.4000,4.2900,4.3900,1300
01/23/2023,4.7900,4.8000,4.4000,4.5000,4300
01/24/2023,4.4300,4.7432,4.4300,4.6800,900
01/25/2023,4.6000,4.8141,4.3316,4.5500,2800
01/26/2023,4.6100,4.7000,4.3500,4.4900,9600
01/27/2023,4.6500,4.6500,4.4600,4.4900,2800
01/30/2023,4.4100,4.4274,4.4100,4.4274,700
01/31/2023,4.4400,4.7499,4.4000,4.5250,12900
02/01/2023,4.3500,4.5100,4.3500,4.4400,3500
02/02/2023,4.3500,4.5499,4.2100,4.2400,10100
02/03/2023,4.2200,4.4130,4.2100,4.2300,9000
02/06/2023,4.4899,4.4899,4.4899,4.4899,600
02/07/2023,4.4300,4.4350,4.2500,4.4200,2000
02/08/2023,4.3200,4.4500,4.3200,4.4500,1500
02/09/2023,4.3400,4.3400,4.2300,4.2500,3300
02/10/2023,4.2200,4.3300,4.0001,4.1599,14800
02/14/2023,4.0300,4.0500,3.9600,3.9600,2700
02/15/2023,3.8300,3.9600,3.8100,3.8100,5700
02/16/2023,3.8200,3.9000,3.8200,3.9000,2300
02/17/2023,3.9000,4.0000,3.9000,3.9800,2100
02/21/2023,3.9000,3.9000,3.5600,3.7900,21800
02/22/2023,3.6800,3.7900,3.5000,3.5300,2400
02/23/2023,3.5000,3.8586,3.4600,3.4600,2600
02/24/2023,3.2800,3.2800,3.2116,3.2116,1500
02/27/2023,3.0100,3.0290,2.8800,2.8800,14300
03/01/2023,2.8000,2.8220,2.5000,2.7500,6200
03/02/2023,2.6300,2.6900,2.5700,2.6900,2300
03/03/2023,2.5200,2.5999,2.5100,2.5742,3700
03/06/2023,2.5350,2.5699,2.5000,2.5699,3600
03/07/2023,2.6400,2.7500,2.6100,2.6100,7600
03/08/2023,2.6300,2.7250,2.6200,2.7100,2300
03/10/2023,2.5900,2.5900,2.4900,2.4900,600
03/13/2023,2.4900,2.4900,2.2000,2.2100,10200
03/14/2023,2.1200,2.2999,2.1200,2.2254,2700
03/15/2023,2.1400,2.2000,2.1300,2.1400,9200
03/16/2023,2.1500,2.3000,2.1401,2.3000,4400
03/17/2023,2.2304,2.3000,2.2304,2.3000,1900
03/21/2023,2.4900,2.4900,2.1000,2.1300,26900
03/22/2023,2.1300,2.2000,2.0127,2.0200,3100
03/23/2023,2.0500,2.4000,2.0300,2.0300,3100
03/24/2023,2.2200,2.2200,2.0600,2.0600,500
03/27/2023,2.0800,2.0800,1.7600,1.9000,9200
03/28/2023,1.9000,2.0600,1.9000,2.0410,3600
03/30/2023,1.8300,1.8301,1.6250,1.6800,13300
03/31/2023,1.5800,1.6862,1.5201,1.5601,4800
04/03/2023,1.6000,1.6000,1.5100,1.5904,4300
04/04/2023,1.5000,1.5720,1.5000,1.5000,3100
04/05/2023,1.6000,1.6000,1.5300,1.5966,6900
04/06/2023,1.6000,2.4000,1.5740,1.8200,363000
04/11/2023,1.5800,1.6400,1.4700,1.5100,21800
04/12/2023,1.5200,1.7100,1.5100,1.6300,11100
04/14/2023,1.4800,1.6899,1.4500,1.4694,8000
04/17/2023,1.3800,2.9000,1.2500,1.7000,1323600
04/18/2023,1.5500,1.8927,1.4600,1.6237,223300
04/20/2023,1.3900,1.5900,1.3800,1.4500,74500
04/21/2023,1.4500,1.5100,1.4300,1.4700,10900
04/25/2023,1.4600,1.4724,1.4000,1.4724,7000
04/26/2023,1.4100,1.4200,1.3900,1.4000,10600
04/27/2023,1.3280,1.3799,1.3100,1.3500,7600
05/01/2023,1.3400,1.3499,1.3100,1.3448,11400
05/02/2023,1.3200,1.9600,1.3100,1.4600,452200
05/04/2023,1.3700,1.4900,1.2000,1.3300,675300
05/05/2023,1.3200,1.3200,1.1800,1.2300,412100
05/08/2023,1.2300,1.2300,1.0700,1.1300,256300
05/09/2023,1.1000,1.1780,1.0200,1.0800,148100
05/10/2023,1.1300,1.1500,1.0400,1.1098,152100
05/11/2023,1.1300,1.1500,1.0600,1.0987,213600
05/15/2023,1.0900,1.1500,0.9501,1.0500,167200
05/16/2023,1.2700,2.5000,1.2500,1.4900,39609000
05/17/2023,1.3600,1.6700,1.2500,1.6100,1126100
05/18/2023,1.5800,1.6400,1.3605,1.4700,524200
05/19/2023,1.4700,1.5200,1.3700,1.4500,205100
05/22/2023,1.4500,1.6700,1.3700,1.6200,380200
05/24/2023,1.5400,1.7500,1.5400,1.6400,162100
05/25/2023,1.6200,1.6800,1.5600,1.6200,65800
05/30/2023,1.5300,1.5680,1.3900,1.3900,81000
05/31/2023,1.4100,1.4400,1.2300,1.3300,101000
06/01/2023,1.2900,1.3712,1.1900,1.3100,98900
06/05/2023,1.3500,1.3900,1.3200,1.3599,36500
06/06/2023,1.3400,1.4500,1.3400,1.4100,64200
06/08/2023,1.4000,1.5199,1.3000,1.3200,191800
06/09/2023,1.3200,1.4300,1.3200,1.4100,56400
06/12/2023,1.3200,1.4550,1.3200,1.3703,17700
06/14/2023,1.3300,1.3550,1.3100,1.3408,15900
06/15/2023,1.3000,1.3698,1.2900,1.3390,43000
06/20/2023,1.3200,1.4087,1.3200,1.3400,40900
06/21/2023,1.3500,1.4750,1.3200,1.3900,76500
06/22/2023,1.3700,1.4100,1.3230,1.3300,42200
06/23/2023,1.3700,1.4500,1.3000,1.3200,74200
06/26/2023,1.3800,1.3800,1.2800,1.3000,23200
06/27/2023,1.3800,1.4000,1.2800,1.3400,31200
06/29/2023,1.3700,1.4500,1.2300,1.3800,683100
06/30/2023,1.3400,1.4200,1.3000,1.3300,103200
07/03/2023,1.3300,1.6500,1.3300,1.5800,229300
07/05/2023,1.5300,1.7199,1.5300,1.6500,115800
07/06/2023,1.6500,1.7200,1.5200,1.6400,115600
07/07/2023,1.5900,1.7000,1.5700,1.6800,27000
07/11/2023,1.6900,1.8000,1.6300,1.7902,43100
07/12/2023,1.8600,1.8600,1.4220,1.5200,471400
07/13/2023,1.6800,1.7500,1.4600,1.5600,129000
07/14/2023,1.4000,1.6000,1.3600,1.6000,21000
07/17/2023,1.6500,1.6600,1.5200,1.5510,16500
07/18/2023,2.2700,2.4900,1.8600,2.0000,40666400
07/20/2023,1.9900,2.0000,1.8200,1.9900,266700
07/21/2023,1.9600,1.9799,1.7900,1.8000,152700
07/24/2023,1.8000,1.9499,1.7879,1.8800,149200
07/25/2023,1.9000,1.9200,1.7600,1.8600,122600
07/26/2023,1.8000,1.8500,1.7400,1.7400,68900
07/27/2023,1.7000,1.7800,1.6000,1.6000,92200
07/31/2023,1.6100,1.6700,1.5700,1.6100,26300
08/01/2023,1.5600,1.7900,1.5600,1.6400,140800
08/02/2023,1.6800,1.7500,1.6000,1.6000,18300
08/03/2023,1.6600,1.7871,1.6000,1.7400,82000
08/04/2023,1.7800,1.8500,1.7350,1.8200,44700
08/07/2023,1.8100,1.9500,1.7700,1.8300,94400
08/08/2023,1.7700,1.8450,1.7700,1.7800,22300
08/09/2023,1.8500,1.9200,1.7000,1.7800,73200
08/10/2023,1.7900,1.8300,1.6500,1.6500,36800
08/11/2023,1.6700,1.8300,1.6500,1.7300,34700
08/14/2023,1.7900,1.7900,1.6165,1.7300,8100
08/15/2023,1.6300,1.7600,1.6300,1.6500,16200
08/16/2023,1.6500,1.6500,1.5300,1.5300,6900
08/17/2023,1.5395,1.5395,1.3801,1.4001,32300
08/18/2023,1.4600,1.6800,1.4000,1.4500,141000
08/21/2023,1.4300,1.4300,1.3600,1.3900,19400
08/22/2023,1.3300,1.3900,1.2500,1.3100,32300
08/23/2023,1.2501,1.3400,1.2501,1.3000,45100
08/24/2023,1.3250,1.3688,1.2705,1.3688,12600
08/25/2023,1.3200,1.3500,1.2700,1.2900,8100
08/28/2023,1.2600,1.2600,1.1600,1.2000,31000
08/29/2023,1.1580,1.2200,1.1500,1.1950,15500
08/30/2023,1.2000,1.2099,1.1500,1.1500,12600
08/31/2023,1.1700,1.2600,1.1144,1.2400,17300
09/01/2023,1.2100,1.2300,1.1700,1.1900,33700
09/05/2023,1.2000,1.2001,1.1008,1.1800,16600
09/06/2023,1.1850,1.1850,1.0600,1.1000,7800
09/07/2023,1.0700,1.1000,1.0500,1.0832,21900
09/08/2023,1.0600,1.0800,1.0513,1.0650,9100
09/11/2023,1.0500,1.2000,1.0500,1.0800,76300
09/12/2023,1.0600,1.1400,1.0400,1.0948,22400
09/13/2023,1.0500,1.0958,1.0400,1.0400,12900
09/14/2023,1.0900,1.0900,1.0600,1.0800,7400
09/15/2023,1.0400,1.1300,1.0300,1.1300,19100
09/18/2023,1.0700,1.0700,1.0500,1.0500,1500
09/19/2023,1.0517,1.1399,1.0500,1.0900,2100
09/20/2023,1.0688,1.1000,1.0688,1.0800,6600
09/21/2023,1.0700,1.0700,1.0300,1.0300,4200
09/22/2023,1.0100,1.0450,1.0100,1.0400,4700
09/25/2023,1.0250,1.0464,0.9727,0.9849,5200
09/26/2023,1.1799,1.1799,1.0000,1.0500,7900
09/27/2023,0.9900,1.0898,0.9900,1.0400,6500
09/28/2023,1.0000,1.0200,0.9998,1.0000,9300
09/29/2023,1.0091,1.0400,1.0000,1.0099,8100
10/02/2023,1.0008,1.0499,1.0000,1.0000,4200
10/03/2023,1.0000,1.0600,0.9956,0.9974,9000
10/04/2023,1.0899,1.0899,1.0899,1.0899,900
10/05/2023,1.0900,1.0900,1.0000,1.0000,22000
10/06/2023,1.0200,1.0541,0.9900,1.0200,8800
10/09/2023,0.9800,1.0199,0.8977,0.9500,22000
10/10/2023,0.9500,0.9500,0.9000,0.9101,5800
10/12/2023,0.8600,0.9300,0.8600,0.9300,8100
10/13/2023,0.9000,0.9300,0.9000,0.9000,2800
10/16/2023,0.9001,0.9330,0.8400,0.8400,11800
10/17/2023,0.8199,0.8500,0.7000,0.7674,47000
10/18/2023,0.8100,0.8800,0.7200,0.7420,15900
10/19/2023,0.7500,0.7700,0.7302,0.7500,12700
10/23/2023,0.7505,0.7600,0.7501,0.7600,1400
10/24/2023,0.7600,0.8202,0.7500,0.7775,2200
10/25/2023,0.8051,0.8051,0.6112,0.7000,16100
10/26/2023,0.8000,1.0300,0.7600,0.8516,2137800
10/27/2023,0.8100,0.8983,0.7811,0.8951,82000
10/30/2023,0.8682,0.8682,0.8245,0.8245,149500
11/01/2023,0.8247,0.8600,0.8247,0.8346,21600
11/02/2023,0.8500,0.8500,0.8245,0.8402,14400
11/03/2023,0.8400,0.8760,0.8200,0.8500,32600
11/06/2023,0.8200,0.9200,0.8200,0.9200,23900
11/07/2023,0.8905,0.8950,0.8450,0.8600,27300
11/08/2023,0.8700,0.8700,0.7000,0.8100,16700
11/10/2023,0.8245,0.8245,0.7950,0.7999,8400
11/13/2023,0.7900,1.1477,0.7809,1.0600,748400
11/14/2023,0.9400,1.0900,0.9008,1.0800,230300
11/15/2023,1.0500,1.0500,0.9765,1.0400,85800
11/16/2023,0.9500,0.9700,0.7600,0.9500,70700
11/17/2023,0.9500,0.9975,0.8401,0.8830,46800
11/21/2023,0.8700,0.9800,0.8500,0.9699,9100
11/22/2023,0.9300,0.9582,0.8608,0.9400,12100
11/27/2023,1.3400,1.3700,1.1400,1.2400,683500
11/28/2023,1.2400,1.2400,1.0300,1.1600,153900
11/29/2023,1.1000,1.1700,1.0300,1.1300,98000
12/01/2023,1.2200,1.3000,1.0801,1.2400,171400
12/04/2023,1.2200,1.2500,1.1000,1.1900,44100
12/06/2023,1.2200,1.2200,1.1400,1.1600,21300
12/07/2023,1.1600,1.1900,1.1100,1.1400,9500
12/08/2023,1.1300,1.1300,1.0100,1.0801,46400
12/12/2023,1.1100,1.1300,1.0500,1.1200,6900
12/13/2023,1.1300,1.1600,1.0700,1.1100,35500
12/15/2023,1.1600,1.2099,1.1300,1.1700,15500
12/18/2023,1.0700,1.1600,1.0700,1.1000,6000
12/19/2023,1.1100,1.1899,1.0801,1.1650,27200
12/20/2023,1.2000,1.2000,1.0000,1.1450,27000
12/21/2023,1.2200,1.2200,1.0500,1.1000,24700
12/22/2023,1.0600,1.1400,1.0600,1.0706,20700
12/27/2023,1.1400,1.1400,1.0000,1.0000,31100
12/28/2023,1.0400,1.0600,1.0100,1.0300,45100
12/29/2023,1.0120,1.0500,0.9952,1.0100,23100
01/02/2024,1.0100,1.0500,1.0100,1.0342,6500
01/03/2024,1.0400,1.0600,1.0100,1.0400,15700
